model_identifier,1nn_accuracy,ft_accuracy
plantdoctor/swin-tiny-patch4-window7-224-plant-doctor,0.655,0.8700000047683716
philschmid/vit-base-patch16-224-in21k-image-classification-sagemaker,0.655,0.9300000071525574
microsoft/swin-large-patch4-window7-224-in22k,0.65,0.9149999618530272
nateraw/rare-puppers-new-auth,0.65,0.9300000071525574
akahana/vit-base-cats-vs-dogs,0.645,0.8899999856948853
smc/PANDA_ViT,0.64,0.9199999570846558
microsoft/beit-large-patch16-224-pt22k,0.635,
microsoft/swin-large-patch4-window7-224,0.625,0.9149999618530272
microsoft/beit-base-patch16-224-pt22k,0.625,0.6449999809265137
daveni/upside_down_classifier,0.615,
whatAboutThis/swin-tiny-patch4-window7-224-finetuned-eurosat,0.605,0.8349999785423279
microsoft/swin-base-patch4-window7-224,0.6,0.8349999785423279
microsoft/dit-large-finetuned-rvlcdip,0.595,
microsoft/dit-base-finetuned-rvlcdip,0.585,0.5999999642372131
AkshatSurolia/ViT-FaceMask-Finetuned,0.585,0.8199999928474426
davanstrien/vit_flyswot_test,0.585,0.2299999892711639
Ahmed9275/ALL-test,0.575,0.6949999928474426
dimbyTa/rock-challenge-DeiT-solo,0.5700000000000001,0.3799999952316284
ibombonato/swin-age-classifier,0.5549999999999999,0.0999999940395355
Jazzweller/swin-tiny-patch4-window7-224-finetuned-eurosat,0.5449999999999999,0.6150000095367432
Ahmed9275/ALL-3,0.5449999999999999,0.7899999618530273
nates-test-org/convit_base,0.5449999999999999,
nates-test-org/convit_tiny,0.5449999999999999,
timm/vit_huge_patch14_224_in21k,0.5449999999999999,
nates-test-org/convit_small,0.5449999999999999,
microsoft/swin-tiny-patch4-window7-224,0.5449999999999999,0.2049999982118606
AkshatSurolia/BEiT-FaceMask-Finetuned,0.5349999999999999,0.7049999833106995
Matthijs/snacks-classifier,0.525,0.2449999898672104
hf-internal-testing/tiny-random-vit,0.51,0.0999999940395355
microsoft/swin-small-patch4-window7-224,0.505,0.8549999594688416
lysandre/tiny-vit-random,0.385,0.0999999940395355
nateraw/test_model_a,0.385,0.0999999940395355
dimbyTa/rock-challenge-DeiT-solo-2,0.37,0.2699999809265136
